id,account_type,gender,age,region_code,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,emi_active,cc_cons
20146,current,F,39,523,2079.97,,8490.08,,5545.025,,4,8,2,,,3,401000,,,,,,,,,44428.25,50198,6,2,49000,18086,12052,1,1,12000,5437.86,12320,4,3,8500,,42.9,4632
9386,current,M,34,535,10970.57,,5798.36,11686.73,8710.965,3094,12,4,2,,11,15,150000,,,,,,,,,97426,39275,7,3,39000,176914.73,352280.56,9,28,126836.78,200441.62,239651.6,12,44,141014.42,,3497.72,5560
109,current,M,34,723,10596.5,,19236.74,,10633,,9,5,11,,,,87000,,,,,,,,,105145.63,87842,23,1,87712,83930.86,145395.11,5,33,99731,82592.02,101907,5,31,99721,,23994.48,2125
21295,current,M,37,245,4401.73,524,586.92,,3035.325,,10,2,,1,,,210000,,,,,,,10000,,51416.96,68978.34,15,3,44757.34,34739.25,48339.26,1,12,48260.26,124159.5,48348.35,6,17,44189.85,,0,8500
45779,current,M,33,723,17924.33,,7032.22,,6754.02,,22,18,34,,,,38000,,,,,,,,,36301.01,36187,5,2,21000,8464.02,8740,1,1,8450,39184.94,39200,3,2,24000,,3524.81,6398
5152,current,M,36,812,41757,525,715,,21458,,4,1,1,1,,2,100000,,,,,,,,,74468.88,57089,13,4,28722,41517.38,38300,5,7,11008,21112.93,25039,6,11,11428,,0,936
2050,current,M,32,750,3605,396,2648,1871,3298,227,5,3,4,2,8,5,55000,,,,,,,,,31086.77,30897,12,2,28617,28950.19,30857,2,17,28617,39796.75,35897,5,18,28617,,2910.51,2814
36512,current,M,35,760,12962.46,,283,,6741.73,,18,1,27,,,1,30000,,,,,,,,,80659.76,52470.51,28,4,28022.51,65168.05,82406.21,6,15,25100,37824.09,26932,4,8,17600,,0,2827
36695,current,M,38,523,7156.68,,349.98,,793.08,944,3,1,6,,,2,90000,,,,,,,,,35202,35103,9,2,30252,25884.75,38908,3,6,30252,35213.5,35055,3,12,30252,,370.21,3118
36861,current,M,39,523,105951.75,10198.92,61306.5,11573,78698.12,12379,9,20,27,12,14,18,280000,,,,,,,,,225983.61,227771.5,47,6,124677,310857.86,285429.5,12,35,124677,238370.26,239834.25,15,36,124677,,15224.23,22625
4223,saving,M,47,267,42325.7,,68396,10811,34346,,7,8,11,,3,2,600000,,1,,,,110135.86,,,23894,26646,6,1,26576,52141,38187,2,9,26576,18578,39618.75,4,5,26576,,6717.75,17056
9374,current,F,51,534,8240.4,14161.06,24022.58,12808.36,5239,11008.99,9,10,8,6,13,19,50000,,,,,,,,,71783.06,80200,17,4,42576,40302.96,42612,1,16,42576,57673.21,45334.63,6,26,42576,,5261.61,4887
38586,saving,M,71,563,18941.62,,9363.49,,468,,11,9,16,,,,420000,,,,,,,,,39542.06,,6,0,,10345,,0,3,,17545,44327,3,2,30000,,22728.74,15896
46448,saving,M,40,245,9049.03,1571,9457,,9968.515,,9,6,6,1,,,,,,,,,,,,1523.75,,2,0,,,,,,,1589.5,4263,2,4,4102,,7695.94,2863
24166,current,M,35,344,5990,2415,3634,2944,5020.5,,4,2,2,4,3,8,150000,,,,,,,,,54186,32455.41,19,3,29737,24090,24559,2,12,23510,40173.58,26211,3,24,23189,,0,2803
45831,saving,M,44,693,11648.44,,17822.07,,16050,,13,25,40,,,,390000,,,1,,,,,,26438,120559,3,4,65000,930423,836086,7,4,400000,5779,5463,4,8,5000,,2912.13,5612
41703,current,M,31,255,8146,,3094,,11764,,2,1,2,,,,96000,,,,,,,,,44620,45390,18,3,33315,42329.38,40565,5,15,33315,70295.25,70530,4,19,33315,,0,5543
2653,current,F,30,233,49137.83,,66973.27,,9462,33025,5,20,11,,,1,82000,,,1,,,,,,67365.22,67693,5,2,42436,29903.86,73577,9,6,42437,90181.79,79264,16,8,43333,,3026.2,16312
16445,current,F,36,723,13846,,4010.1,,9186.55,,7,2,3,,,,264000,,,,,,,,,6879.46,8039,6,1,8000,37935.5,40145,2,10,21000,26543.93,21203,3,7,15000,,0,44795
397,saving,M,38,645,32257,86584,9900.82,471,1270,,5,6,8,4,1,3,65000,,,,1,,87000,,,213624.47,245189.5,10,12,92000,248580.18,214158.5,4,8,99000,40155.34,57503,5,12,40000,,2051.88,20285
39440,current,M,36,623,43015.01,,6357.15,,640,,9,12,10,,,,200000,,,,,,,,,320788.76,315481.44,9,5,149497.7,78695.09,76690.38,3,8,74943,92440.32,74870.76,5,7,72042,,7026.41,676
29848,saving,M,31,620,4743.1,8228.3,12751.59,9430.11,4331,1475,8,13,25,14,14,41,144000,,,,,,,,,67632.72,67332,19,6,48228,97829.9,98887,5,25,82897,153205.53,152874.95,30,54,48228,,19252.69,3311
25407,current,M,25,575,9637.95,282,21572.97,2928,5836,,28,38,26,2,3,,72000,,1,,,,,,,60726,65044,20,10,27625,64450.56,61078,7,26,45196,91147.24,91011,20,34,28311,,7998.91,4915
34821,current,M,54,245,26241.215,9273.75,34430,6489,15742.43,1188,,3,13,6,8,20,100000,,,,,,,,,47878.99,51172.63,21,7,15000,121364.25,128075.61,3,18,127742,162571.55,209086.55,8,23,198000,,24456.83,16363
4551,current,M,33,267,5791,751,10029,43073.97,2843,8912.29,1,1,1,2,17,15,200000,,,,,,,,,54609.5,114786,14,1,114721,100358.97,123767,2,27,123024,49967.91,55113,3,22,49073,,0,3024
2425,saving,M,63,324,4820.5,,5492.5,,1565,,10,11,26,,,,500000,,,,,,600000,,,67434.14,39188,12,2,39052,36480.22,76777,3,6,49000,8949,427127,4,2,200000,,0,2905
2713,current,M,35,523,8994.92,,1673.58,,6671,,7,7,15,,,,300000,,,1,,,,,,,,,,,,,,,,,,,,,,329.78,3439
30360,current,M,31,536,12811.92,,17454.92,,427,,6,5,1,,,,30000,,,,,,,,,24077.25,38551,10,3,16419,48689.77,45212,4,17,21407,61401.65,51009,4,12,38581,,0,4311
35036,current,M,34,523,5855,10790.75,555,14249.01,1033.12,,9,3,4,9,27,1,50000,,,,,,,,977,117237.75,219353,37,3,192972,116437.01,24252.58,4,43,21145,17960.04,20934,2,7,20127,Y,0,120
4122,current,F,30,683,412,1143,1384,,1129,,2,4,4,2,,,39000,,,,,,,,,34531.6,34490,13,6,12000,8803.88,8872,1,3,8750,9610.88,9724,2,3,9500,,232.75,1720
37395,current,M,27,726,1187,,5842,304,3716.5,,4,3,5,,1,9,50000,,,,,,,448,,122617.01,136344,22,5,66415,197394.13,208176,7,33,129509,26680.72,22147,3,22,21105,,845.85,1063
18175,current,M,40,248,40972.86,,3839.35,,5761,,9,4,5,,,,600000,,,,1,,,,,197359.45,191002,14,13,49000,139531.95,180150.23,10,10,51484.11,70472.36,18590,2,17,18213,,2948.25,14439
10589,current,M,44,823,18269.98,,60012.29,,824,,10,14,10,,,,250000,1,,1,1,,,,,159232,90881,29,1,90865,78794,,0,16,,102825,181757,3,24,90864,,23979.41,7587
32811,current,M,35,523,5545.59,4138,19064.85,3619.02,722.44,844,9,12,8,2,2,14,111000,,,,,,,,,81671.57,98952.62,12,5,90685,38870.15,38450,1,10,38300,45091.2,49683.03,4,24,38300,,24.24,3288
31896,current,M,32,233,17687.96,,20182.76,,15149,,13,14,12,,,,168000,,,1,,,,,,,,,,,17119.5,52178,2,6,50000,36007,28043,2,6,27500,,209584.36,9882
45580,current,M,43,523,1730,48097.57,869,15348.85,1663,29748.06,5,2,,11,41,39,225000,,,1,,,,,,194012.57,90077,23,1,89846,85594.85,90037,1,50,89847,106518.33,190261,2,53,189367,,9858.4,3375
39010,current,M,40,264,15376,,682.31,756,8778.155,895,1,1,,,1,2,160000,,,,1,2684.8,,,,182870.52,242137.55,12,8,125000,610758.49,648381.44,13,16,200000,260435.56,175452.19,12,11,50155,,5499.49,2353
46780,saving,M,36,806,3589,,1503.5,,9029,,2,3,11,,,,175000,,,,,,,,,11271.94,66954.5,1,3,62278,726152,474686,4,6,372154,949.25,64183,2,2,62278,,0,1960
44167,current,M,37,683,60315.2,,31526.77,,4167.59,,42,37,43,,,,250000,,,,1,3030975,,,,154727.07,83343.77,14,2,83000,86163.17,165166,3,9,83000,88726.24,83805,4,12,83000,,0,21621
26717,current,M,36,823,4947.54,2752.5,1857.5,,2344,,9,7,17,1,,1,113000,,,,,,,,,24623.3,30876,4,2,29568,110085,132354,4,10,100000,62035.79,33437,3,25,31068,,0,15430
7697,current,M,27,516,2314.55,,17946.7,,1504,,1,8,16,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,0,1080
30396,current,M,27,823,15596.8,2092.34,5478.5,1227,10626.15,95459,22,21,,6,3,17,65000,,,,,,,,,43754.2,35880,22,1,35656,13240,27246,1,13,26985,376500.03,380704,3,33,353390,,0,6211
8518,current,M,32,803,2048.92,,4549.69,,4786,,2,8,7,,,,67000,,1,,,,,,,38907.25,35314,17,2,22547,40905.51,41240,3,19,22547,41001.51,40773,4,21,24850,,1805.74,2779
1350,current,M,47,515,5497,1905.46,22897,4497,15828,28096,1,1,9,1,5,17,175000,,,,,,,50000,,116600.74,154639.08,21,11,50000,70470.27,41322.95,2,28,41000,182543.54,191147.06,11,35,80000,,4618.94,8017
44250,current,M,37,534,962.92,13726.13,1364.85,9068.12,1297.385,1146,2,2,3,15,15,11,60000,,,,,,,,,53532.28,25530.26,41,3,25336,46264.1,45749.37,8,39,25336,48279.12,47093.07,5,31,25324,,0,960
19993,current,M,39,523,6401.17,,6976.98,,1001,,13,14,14,,,,178000,,,,,,,,,80822.81,53416,10,1,53200,50711.5,86466,1,9,86319,87306.82,58890,2,14,58217,,0,30143
14400,current,M,34,283,14129.77,,2871.02,,429,,27,12,10,,,1,85000,,,,,,,,,28800.58,29120,7,1,28931,28681.28,209.95,2,5,72.95,85966.07,131117,8,20,29705,,5206.58,300
39253,current,F,29,726,959,9959,3349,2296,4320.2,3026,1,3,3,24,18,25,35000,,,,,,,,,34393.61,20627,33,1,20350,8907.75,21043,2,25,20350,32206.67,27486,8,37,19840,,0,450
36688,current,M,34,743,4839.36,,2367.98,1967,896,199,6,3,5,,5,6,240000,,,,,,,,,31476.2,228494,18,5,200000,240222.08,41586.92,7,23,23910,36006.81,33870.75,5,19,22600,,0,1260
3302,saving,M,37,524,2182,24296.26,8811.5,2110,14529,7029.64,1,,1,8,3,11,273000,,,,,,,,,31913.75,131.5,13,1,27.5,3960,,0,4,,16367.4,500,1,12,444,,10041.81,2045
16416,current,F,34,683,3177,,14060,,12359,,13,3,22,,,,20000,,,,,,,,,,,,,,242,386,1,2,200,,,,,,,0,820
10089,current,M,31,723,9215.5,621,6588.25,446.52,2469,261,12,,15,1,1,3,30000,,,,,,,,,53266.53,53102,29,5,23441,25252.49,25338,3,12,23441,25492,25608.5,4,12,23441,,0,320
534,current,M,34,623,16612,,24597,6097.48,7404,6546,,3,2,,9,14,50000,,,,,,,,,36291.79,44812,14,2,39670,22929.86,158805.5,2,15,158766,173208.38,56135.38,7,23,40662,,0,12150
16693,current,M,34,683,6518.51,3689.27,19320.64,1258,10467,32432,15,19,30,4,4,24,40000,,,,,,,,,73780.46,102219.3,24,7,35000,60353.97,58205,10,21,35000,82658.89,93359,12,38,35000,,0,489
27245,saving,M,36,233,14753.32,3595,3821.34,2294,3947,1356,14,9,16,4,3,13,300000,,,,,,,,,25829.05,27249,7,5,9000,89660.03,103111.72,9,9,42500,69028.68,38205.29,6,21,19000,,0,1257
17603,current,M,31,233,9826.41,,14623.06,753,7255,6119,16,24,24,,1,15,130000,,,,,,,,,71645,70795,9,3,39083,19400.74,39137.95,2,7,39083,88552.55,94559,3,29,56400,,0,1900
37158,current,M,44,245,31015.51,17641.79,61346.66,19192.6,67087,1198,12,24,45,5,5,10,201000,,,1,,,150000,,,310548.79,246034,27,3,130070,118777.66,291155.41,4,20,241009,278989.4,87292.04,5,26,83921,,12397.88,52154
8299,current,M,37,484,2617.51,,839,,7140,,4,2,17,,,1,100000,,,,,,30000,,,80310.57,65158,23,1,64942,26348.7,45862,2,16,35695,72052.9,157524.5,10,28,100000,,0,4152
26107,current,M,32,683,3357.92,,36531.61,,33129,,12,25,16,,,,61000,,,,,,,,,14646.12,69149,9,3,34043,41721.18,35936,2,4,31827,36351.65,33306,2,7,31827,,0,5198
4776,saving,M,44,283,29468.64,,55813.51,,2302,,21,22,28,,,,150000,,,,,,,,,66462,72498,9,2,65569,99842.46,100972,3,7,65569,61964.03,78705.82,4,6,63169,,2029.76,5250
29139,current,M,27,623,12383,28414,7642.72,422,1972.44,323,2,,11,3,2,3,30000,,,,,,10000,,,38707,60966,15,5,25950,32569,38661.5,3,16,36400,51248.92,70389.5,11,52,41870,,0,271
40287,current,M,35,723,16555.565,,29611.67,,3058.46,,,12,17,,,,63000,,,,,,,,,3904,4158,7,3,2000,416,,0,1,,20959.41,20944.07,10,7,14310,,0,4038
45386,saving,M,54,752,3935,,7879.84,,2156,,3,10,5,,,,70000,,,,,,,,,60036.19,64328,11,2,42200,40064.75,64259,4,8,41926,28097.57,93037,4,8,41926,,0,6021
35669,current,M,36,683,31686.7,520.45,3215.93,350,17818.315,,6,4,2,1,1,5,58000,,1,,,,,,,58188.03,52953,11,4,21845,22474.21,22309.78,2,12,21895,27398.35,46734.21,6,19,20996,,7458.82,4289
19368,current,M,40,805,4214.72,,509,,2081,,4,1,6,,,,292000,,,,,,,,,32504,33884,3,2,20660,22835,29629,3,4,16993,26934,30195,5,7,16989,,3299.43,15362
37757,saving,M,34,643,19585.31,354.72,54134.84,,907,,8,23,24,1,,1,35000,,,,,,,,,33001.56,30132.67,6,3,25000,78064.48,70283.86,4,6,25000,44385.88,44305.18,4,6,25000,,0,8151
16860,current,M,31,324,16954.6,,10675.83,,4245.3,,24,21,34,,,1,38000,,,,,,,,,36843.5,33581,10,4,17980,11620.75,3416,2,5,2800,38935.5,56127,5,10,40000,,0,7566
18151,current,M,34,233,21846.5,,39320,,3160,,,1,2,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,465.99,4181
4020,saving,M,36,683,21557,,25330,,28683,,3,,8,,,,250000,,,,,,,,,247861.39,88471.78,13,4,67488.28,14246,220056,1,2,220000,218720,1322,1,3,1130,,115989.63,7671
5721,current,M,31,523,11472.48,,9104,,10886.74,4376.88,6,3,,,,4,75000,,,,,,,,,80010.35,61876.18,38,15,23569.18,33132.25,38258.15,8,21,24226.78,17657.38,29573.25,4,18,22180.25,,0,5270
19294,current,M,32,519,1011,,1826,,1387,,1,,7,,,,26000,,,,,,,,,29127.09,75424,4,11,21550,26972.58,22738,6,4,10171,66793.56,26156.45,9,7,10226,,0,355
5283,current,M,39,523,7340.02,,4302,11193,634,3052,1,3,1,,1,2,30000,1,,,,,,,,25327.01,86128,11,3,50000,48689,,0,10,,105580,160185,6,20,71770,,9074.33,1703
20180,current,M,27,748,2144.92,860,1752.84,1095,411,1097,,6,21,6,16,4,20000,,,,,,,,,11303,14063,12,1,13818,34660.5,33980.5,5,36,21000,19498,17058.36,5,15,12545,Y,0,9616
36387,current,M,36,957,3932.5,1372.32,5251,,1304,,,3,11,1,,1,32000,,,,,694,,,,11996.82,,9,0,,25404.75,24244,3,7,12000,40195.12,40187,2,18,40000,,3698.62,3264
26378,current,M,37,233,12014.77,,253.88,1670,1595,,5,1,13,,1,,169000,,,1,,,,,,112420.36,184889,11,4,126750,22206.11,32837.86,4,9,27652,40329.11,35428,5,10,27476,,0,2354
26537,current,M,39,613,8300.5,577,11783,1546,3461,,,2,30,1,1,,110000,,,,1,,,,,71144.13,39418.38,14,2,39336,133198.5,166910.6,3,16,115000,60035.5,49291,4,14,41601,,12496.93,1504
14991,current,M,35,523,816.01,,2097,,1689.005,,1,2,1,,,,130000,,,,,,,,,42383.26,12831,4,3,8350,4621.36,8630,1,4,8350,4468.97,12743,4,2,8350,,0,3000
33893,saving,M,36,233,21379.08,,10173.29,540,4350,,8,8,6,,1,,42000,,,,,,20789,,,72623.33,39145,3,1,39000,2595,38058,2,2,37573,53711.23,56579,5,6,30814,,2220.07,1854
42665,current,F,32,723,66791.38,,76877.43,,3133,,34,36,7,,,,67000,,,,,,,,,65957,66074,7,10,15000,78045,78065,7,6,40000,15064,15264,4,3,5000,,0,5896
8456,current,M,33,503,3983,1177,3461,477,1721,,3,,11,1,1,5,50000,,,,,,,,,15956,30534,5,3,15435,10881,,0,14,,15165.5,12021,3,9,11697,,0,861
11123,current,M,25,518,21952.92,,17457.85,1160.06,692,,23,17,12,,1,,44000,,,,,,,,,77966.67,81341,48,11,20000,84213.41,197328,13,43,66500,148973.6,56713,16,41,15634,,1518.06,10206
11826,current,M,29,505,19365.86,595,3855.05,,2671,,10,12,10,2,,2,45000,,,,,,,,,34992.08,42399.5,14,9,18384,17184.81,12349,4,5,5375,16835.06,18624,3,9,16784,,0,906
12272,current,F,35,523,5938,683,6595,721,660,357,4,6,6,3,2,2,128000,,,,,,,,,26013.25,22106,9,1,21995,5069,22054,1,5,21995,55174.8,62929,4,9,40000,,0,6637
6853,current,M,41,524,1038.54,11026.6,8997.47,,3206,,2,12,9,14,,,85000,,,,,,,,,66450.6,81228,25,1,81000,57154.57,41148,2,17,40500,60342.44,64735,7,15,40500,,1764.71,5200
34640,current,M,36,523,8751.51,,8515.03,,1051,,10,11,20,,,,99000,1,,,,,,,,166247.49,105231.07,20,5,86438,26258,81595,4,11,76129,88136,89361.93,7,12,76181,,51022.27,1384
36917,current,F,40,683,13907.9,,14890.54,2279,53171.41,1491,12,19,47,,4,12,162000,,,,,,,,,51695.9,5112,4,1,5000,21152.5,23580.5,4,9,10000,114034.72,115679,5,20,80000,,0,11081
24266,current,M,36,683,9985,,482,,13503,,8,1,7,,,,131000,,,,,,,,,,,,,,,,,,,,170,1,0,1,,11702.03,15914
42264,current,F,29,723,10985.76,32366,65457.69,3312,2684,1350,4,6,6,14,7,8,105000,,,,,,38928,,,60258.5,37222.75,25,2,37083,56060.5,62373,4,17,37234,55161.82,39954,4,14,37043,,0,23964
9073,saving,M,43,526,5115,,9407.6,,7369,,9,8,8,,,2,200000,1,,1,,,,16215,,44001.61,60049.04,10,2,58000,136899.75,124247,1,14,124000,77818.3,123229.53,3,20,122697,,852877.86,2164
46734,current,M,46,723,45974.8,,15096.22,481,11265.5,,42,25,26,,1,,504000,,,,,,,,,185813,257474,21,3,210303,272689,213697,5,23,127548,180494.75,128241,2,19,127688,,4048.66,36740
34141,current,M,35,723,665,,53975,154,19766,,1,3,5,,1,,200000,,,,,,,,,32523,25922,8,2,24544,59993,97202,3,6,72500,51244.18,27000,2,6,26818,,0,19148
13980,current,M,38,233,15519.89,,15869.43,,15902.16,,18,20,12,,,,364000,,,,,,,,,240091.07,241820.91,17,8,63206,80086.3,42282,5,18,10081,75176.31,93986.29,9,11,49420,,11768.03,1191
24660,saving,M,55,683,26910.05,,67129.12,,5142,,14,17,18,,,1,540000,,,,,,,,,146890.25,125346,14,7,36900,57553.88,32251,7,8,9000,60705.63,43334,6,10,23850,,52325.12,5466
12858,current,F,26,623,5720.5,1661.2,1100,2653.88,9137,2419,,1,6,4,5,3,25000,,,,,,120000,,,12244.2,12785,7,2,8600,2801.88,36409,3,5,24495,32891,4608,2,3,4000,,0,4985
897,current,M,31,523,51051.65,,19129.6,,1975,,22,19,15,,,,101000,,,,,,,,,18829.9,31790,3,3,18945,41108.55,35339,3,2,25093,46355.57,50182,13,7,22146,,3087.03,6174
32918,current,M,35,233,11937.69,,9350.76,,6041.32,,20,18,27,,,,112000,1,,,,,,,,61759.37,52896.4,10,3,47438,50140.66,58338,2,13,47438,68280.58,59033.94,3,16,58650,,3124.49,2624
43613,current,M,26,683,8531.08,,5036.64,,2359.4,,13,10,19,,,,40000,,,,,,,,,17259,19794,12,2,16133,196113,211589,2,22,195732,29848.08,34615.07,4,9,16696,,0,5503
42088,current,F,31,683,6979,14766,10484.01,191,2216,3013,6,6,2,8,1,7,70000,,,,,,,,,32015.63,32450,24,7,25450,23545.24,1152,1,15,1000,26908.92,55356,4,17,26634,,590.02,20161
20524,current,M,44,623,12281.1,,18463.55,,24430,,3,,7,,,,197000,,,,,,,,,82182,73472,14,3,33202,95493.75,153627,9,26,43494,124051.41,83645,3,30,49897,,6906.28,18449
32945,current,M,53,523,12462,,6802,,5883,,4,1,1,,,,98000,,,,,,,,,,,,,,,,,,,,,,,,,0,7598
10077,current,F,31,823,13424.97,20945.08,17022.44,34127.04,8960.5,1144,,13,9,11,15,3,300000,,,,,,,,,142090.58,335521,22,3,142613,83702.04,8572,3,31,5000,172582.5,165880,5,25,141553,,0,6263
30522,current,M,33,623,26266.06,8716.87,7063.5,222.85,794.2,,11,17,20,1,1,2,35000,,,,,,,,,25612.85,35030,19,6,15293,80763.35,80886,8,20,25000,77441.88,68673,18,25,18000,,0,3979
23639,current,M,33,876,9881.63,,9898.9,,2143,,22,16,16,,,,40000,1,,,,,,,,23497.76,35138,12,2,25000,34110.72,33956,4,9,15000,39279.94,53282,6,12,20000,,1256.38,6297
21868,saving,M,32,803,91125,,23314,5157.49,247321,,2,2,4,,5,2,300000,,,,,,,,,45846.25,43606,3,1,43490,121465.36,153483,4,9,50000,64750,131145,5,7,100000,,0,9949
23203,saving,M,32,534,75384.44,,12997.8,244,3370.79,,22,16,26,,1,,84000,,,,,,,,,137088.26,110697,14,9,40298,80199.81,71214,6,18,44126,75448.51,64052,7,15,41851,,0,3965
34707,current,M,36,725,9921,8025,2368,895,6317.5,,3,4,3,10,5,11,90000,,,,,,,,,88272.21,53939,24,3,29120,39810.54,58540,3,19,29240,53989.9,29696,3,26,29270,,2412.63,8879
13571,current,M,39,683,7574.83,970.62,1793.99,365,4880.41,906,5,4,8,6,1,2,50000,,,,,,,,,38185.23,41560,18,3,38176,44512.71,48105.77,3,12,45336,41975.77,39701.76,4,10,34170,,0,2536
38769,current,M,59,274,11603.98,,21177.17,,2187,,3,8,2,,,3,30000,,,,,,,,,65038,53881,14,1,53822,52090.98,54185,3,11,53822,45177.08,57835.5,5,11,55530,,0,16183
7021,current,M,30,283,1993.78,1184,3182.06,2845,2954.42,,2,3,3,2,5,8,75000,1,,1,,,,,,86775.44,37369.3,16,2,33822.3,34900.37,96593.67,2,14,96492.3,135416.59,132870.05,5,26,98230,,10064.65,684
30627,current,M,36,523,2078.88,13255.99,12792.8,8574.09,2463.18,34603.68,4,12,17,16,17,5,286000,,,,,,,,,139323.57,137426,40,5,95293,163203.64,97190,3,34,95004,137595.42,160409,5,21,94644,,7031.13,19160
2186,saving,M,25,233,66210,8493,41703.03,1029,54083.015,,2,2,2,6,3,,450000,,1,,,,,,,343011.26,332683,46,13,86000,282693.12,305102,12,24,100000,193964.14,171487,10,23,75000,,12036.83,6427
32903,saving,M,34,324,825.93,904,2187.65,3284,2357,896,2,5,17,4,6,4,100000,,,,,,,,,176048.75,90229.91,24,2,90000,159120.78,172749.86,5,20,94500,69758,113173.69,5,10,100000,,955.25,1257
7310,current,F,37,723,913.22,294,2765.22,1110,898,483,1,6,2,5,8,5,56000,,,1,,,,,,49198,46680,19,12,19863,49390.97,49406,11,27,20630,45102.93,73555,12,17,22070,,1635.73,3816
42934,current,M,26,759,25430.05,4194.02,20005.32,2188,9638,721,13,4,7,3,2,4,415000,1,,,,,,,,270991.14,104050,24,7,29800,229924.38,334963,7,33,235000,380545.28,301430,8,37,234126,,1662.54,15758
42512,current,M,29,723,2277.25,1775,1365.5,670,1091,1758.42,,6,2,3,1,10,50000,,,,,,,,,25413.22,25733,27,4,23880,20810,24735,2,12,23870,30641.79,28099,3,19,23885,,0,1083
44499,current,M,35,324,8879.2,,5206.6,,520,,8,,2,,,,56000,,,,,,,,,59544.46,60283.37,5,5,34474,110334.31,109967.65,3,4,69516.65,415323.56,426196.08,7,21,319808,,6351.71,1804
17723,saving,M,40,802,3534.23,,41329.46,,716,,10,26,22,,,,125000,,,1,1,,,,,63811.6,43391,17,1,43327,43150.45,67420,3,24,43327,45591.11,42057,3,26,41227,,3783.85,22076
42270,saving,M,42,625,8363.08,,4622.04,,401,,7,,7,,,,135000,,,,,,,,,201.25,154,1,2,55,8688.24,9071,1,1,9000,,238,1,0,152,,8141.93,3446
25359,current,M,52,683,2866.62,,17089.27,,2198,5092,5,19,20,,,1,150000,,,,1,,,,,92308.84,158210,14,2,80142,79970.07,1202,2,16,544,106568.22,115918.35,7,15,80600,,2961.88,2603
44314,saving,M,60,244,2379.21,,1366,5183,2205.105,4129,3,3,1,,1,8,125000,1,,,,,,,,16834,20052,11,3,10000,60750.02,124103,3,17,49000,71463.8,26025,4,27,17500,,10723.27,999
28545,saving,M,34,548,5736.96,,3236.1,,290,,7,3,9,,,,75000,,,,,,26000,,,187,,1,0,,5178.38,5461,1,1,5200,3078.36,3618,2,1,3500,,0,46
16938,current,M,48,823,1125.1,3727,2277.9,,2326.5,13638.57,1,2,2,5,,9,25000,,,,1,,,,,62249.77,58699,30,6,36000,48940.65,44623,3,18,37595,119330.96,219379,6,47,169864,,6394.3,3557
27694,current,M,31,324,43534.72,,24234.88,,34202.3,,18,10,9,,,,75000,,,,,,,,,89373.7,93249.42,17,7,40541.42,132313.08,170335.83,13,21,50000,56917.5,38029,8,10,15000,,0,22827
39163,current,M,27,609,1601,2952,2875.16,1173,8479,8467.62,3,9,4,9,7,6,50000,,,,,,,,,50579.01,27640,43,5,16628,30416.53,55929,3,28,32366,53208.16,73112.75,6,28,58523,,915.79,1920
2481,current,M,27,503,11541,,4497,,8093.5,,10,15,8,,,,97000,,,,,,,,,20605,20025,5,1,20000,1049,731,1,1,650,5221,21343,6,3,16000,,300.34,400
12543,saving,M,44,511,4409.38,,55034.04,,752,,6,9,3,,,,65000,,,,,,,,,47907.48,35103,3,1,35000,12592.32,49272,1,1,49000,40409.52,562,1,1,337,,1218.35,10463
30815,current,M,28,263,1052.93,,2598.92,4387,2262.925,3395,2,4,2,,2,9,30000,,,,,,,25000,,67495.69,67422.69,20,4,35065,73324.12,74837.12,3,14,35064,67582.82,66497.57,4,24,38086,,0,556
29009,current,M,32,641,65419.45,,40919.68,,12924.56,,31,27,28,,,,120000,1,,,,,,,,23281.76,41059,6,3,18000,40721.27,123284,2,3,100000,99228.65,20367,2,3,20000,,17498.33,16557
16110,current,M,48,823,17262.1,3881,9833,,2139,,6,4,4,1,,,546000,,,,,,,,,109777.96,107084,15,5,40519,94084.4,155752,6,23,57645,154183.54,106710,9,22,45395,,672.41,8348
19877,current,M,32,534,22910.86,1283,4426.08,2609,11149,442,8,9,4,2,3,3,195000,,,,,,,,,22655.17,24066.37,11,5,20517,13908.58,10790.37,4,9,7000,65163.18,76810.5,10,13,34000,,2066.9,8575
17530,current,F,25,597,12811,4799.01,10332.45,2465.92,16884,1733,7,7,2,34,2,3,25000,,,,,,,,,74321.28,82913.96,69,13,20000,15002.69,20040,3,10,19468,88451.18,82965,12,35,30000,,0,5557
37761,saving,M,40,245,11295.36,1822,11725.16,,2095,,24,22,33,1,,,125000,,,,,653.6,,25728,,47087.29,27564,14,1,27293,19205.71,,0,3,,26005.75,27293,3,6,24000,,290.86,1196
2797,saving,M,38,324,58131.58,,53525.61,,673,,10,12,6,,,2,170000,,,,,,245000,,,43258,40299,9,3,38336,200324.62,211251,3,14,170000,58210.71,48557.41,9,18,38436,,5312.97,6030
